x,y,z
{0, 0, 0}
{1.318181, 0, 0}
{1.318181, -6.913857, 0}
{5.565427, -6.913857, 0}
{5.565427, -8.775485, 0}
{13.043783, -8.775485, 0}
{13.043783, 0, 0}
{7.343829, 0, 0}
{7.343829, 7.160194, 0}
{7.302492, 7.160194, 0}
{7.302492, 7.781954, 0}
{2.392107, 7.781954, 0}
{2.392107, 14.664437, 0}
{-3.473056, 14.664437, 0}
{-3.473056, 7.781954, 0}
{0, 7.781954, 0}
{0, 0, 0}
