x,y,z
{4.520563, 0, 0}
{9.589874, 0, 0}
{9.589874, 7.710653, 0}
{9.589874, 13.166541, 0}
{4.863535, 13.166541, 0}
{4.863535, 12.975398, 0}
{0, 12.975398, 0}
{0, 7.710653, 0}
{0, 1.449835, 0}
{-7.201221, 1.449835, 0}
{-7.201221, -7.097588, 0}
{0, -7.097588, 0}
{0, -5.816769, 0}
{4.520563, -5.816769, 0}
{4.520563, 0, 0}
