x,y,z
{0, 0, 0}
{3.13105, -0, 0}
{3.13105, -5.774796, 0}
{7.927904, -5.774796, 0}
{7.927904, -0.677655, 0}
{14.187445, -0.677655, 0}
{14.187445, 4.969912, 0}
{11.693531, 4.969912, 0}
{11.693531, 10.412781, 0}
{7.927904, 10.412781, 0}
{7.927904, 8.338628, 0}
{0, 8.338628, 0}
{0, 10.671373, 0}
{-7.264939, 10.671373, 0}
{-7.264939, 4.116701, 0}
{0, 4.116701, 0}
{0, 0, 0}
