x,y,z
{7.128081, 0, 0}
{7.128081, 8.7527, 0}
{3.99259, 8.7527, 0}
{3.99259, 16.859927, 0}
{-2.420292, 16.859927, 0}
{-2.420292, 8.7527, 0}
{-0, 8.7527, 0}
{0, 0, 0}
{-1.514519, 0, 0}
{-1.514519, -7.944427, 0}
{3.774889, -7.944427, 0}
{3.774889, -8.931696, 0}
{10.839933, -8.931696, 0}
{10.839933, 0, 0}
{7.128081, 0, 0}
