x,y,z
{7.76553, 0, 0}
{9.851489, 0, 0}
{9.851489, 9.254535, 0}
{9.151153, 9.254535, 0}
{9.151153, 18.267384, 0}
{2.834382, 18.267384, 0}
{2.834382, 11.261136, 0}
{0, 11.261136, 0}
{0, 9.254535, 0}
{0, 0, 0}
{-5.051088, 0, 0}
{-5.051088, -8.813153, 0}
{1.584028, -8.813153, 0}
{1.584028, -8.819848, 0}
{7.76553, -8.819848, 0}
{7.76553, 0, 0}
