x,y,z
{0, 0, 0}
{2.156742, 0, 0}
{2.156742, -8.410134, 0}
{7.002197, -8.410134, 0}
{7.002197, -6.859046, 0}
{13.189355, -6.859046, 0}
{13.189355, 0, 0}
{8.618385, 0, 0}
{8.618385, 7.436737, 0}
{7.437043, 7.436737, 0}
{7.437043, 9.542466, 0}
{1.101959, 9.542466, 0}
{1.101959, 17.999954, 0}
{-6.527063, 17.999954, 0}
{-6.527063, 9.542466, 0}
{-0, 9.542466, 0}
{0, 0, 0}
