x,y,z
{0, 0, 0}
{4.77921, -0, 0}
{4.77921, -1.290478, 0}
{8.117291, -1.290478, 0}
{8.117291, -0, 0}
{8.117291, 0.03682, 0}
{16.553099, 0.03682, 0}
{16.553099, 7.061578, 0}
{11.639192, 7.061578, 0}
{11.639192, 12.887525, 0}
{8.117291, 12.887525, 0}
{8.117291, 8.322167, 0}
{0, 8.322167, 0}
{0, 8.254479, 0}
{-7.502281, 8.254479, 0}
{-7.502281, 2.007097, 0}
{0, 2.007097, 0}
{0, 0, 0}
