x,y,z
{4.384549, 0, 0}
{9.32077, 0, 0}
{9.32077, 7.18963, 0}
{9.32077, 9.855119, 0}
{7.614836, 9.855119, 0}
{7.614836, 14.579618, 0}
{0, 14.579618, 0}
{0, 7.18963, 0}
{0, 3.931543, 0}
{-8.231483, 3.931543, 0}
{-8.231483, -4.790233, 0}
{0, -4.790233, 0}
{0, -4.091439, 0}
{4.384549, -4.091439, 0}
{4.384549, 0, 0}
