x,y,z
{0, 0, 0}
{3.454286, -0, 0}
{3.454286, -4.066796, 0}
{7.982739, -4.066796, 0}
{7.982739, 0, 0}
{7.982739, 0.267484, 0}
{14.936412, 0.267484, 0}
{14.936412, 6.397932, 0}
{11.680286, 6.397932, 0}
{11.680286, 11.511762, 0}
{7.982739, 11.511762, 0}
{7.982739, 9.561655, 0}
{0, 9.561655, 0}
{0, 11.570621, 0}
{-8.562947, 11.570621, 0}
{-8.562947, 4.021416, 0}
{0, 4.021416, 0}
{0, 0, 0}
