x,y,z
{7.270121, 0, 0}
{7.270121, 9.490354, 0}
{2.695286, 9.490354, 0}
{2.695286, 18.156142, 0}
{-4.588752, 18.156142, 0}
{-4.588752, 9.490354, 0}
{0, 9.490354, 0}
{0, 0, 0}
{-0.311014, 0, 0}
{-0.311014, -8.879443, 0}
{5.226974, -8.879443, 0}
{5.226974, -7.883397, 0}
{11.853373, -7.883397, 0}
{11.853373, 0, 0}
{7.270121, 0, 0}
