x,y,z
{4.56027, 0, 0}
{9.226076, 0, 0}
{9.226076, 8.697861, 0}
{9.226076, 11.165623, 0}
{7.979175, 11.165623, 0}
{7.979175, 16.523578, 0}
{0.294294, 16.523578, 0}
{0.294294, 8.697861, 0}
{0, 8.697861, 0}
{0, 5.854469, 0}
{-7.972771, 5.854469, 0}
{-7.972771, -2.264413, 0}
{0, -2.264413, 0}
{0, -2.898181, 0}
{4.56027, -2.898181, 0}
{4.56027, 0, 0}
