x,y,z
{7.135569, 0, 0}
{7.135569, 7.729842, 0}
{3.925542, 7.729842, 0}
{3.925542, 14.758697, 0}
{-1.652283, 14.758697, 0}
{-1.652283, 7.729842, 0}
{-0, 7.729842, 0}
{-0, 0, 0}
{-1.055731, 0, 0}
{-1.055731, -7.393419, 0}
{3.850097, -7.393419, 0}
{3.850097, -6.729419, 0}
{9.190302, -6.729419, 0}
{9.190302, 0, 0}
{7.135569, 0, 0}
