x,y,z
{0, 0, 0}
{3.709111, -0, 0}
{3.709111, -5.819278, 0}
{7.706147, -5.819278, 0}
{7.706147, -3.966653, 0}
{13.854239, -3.966653, 0}
{13.854239, 2.121411, 0}
{11.275803, 2.121411, 0}
{11.275803, 7.986779, 0}
{7.255566, 7.986779, 0}
{7.255566, 7.063489, 0}
{0, 7.063489, 0}
{0, 11.264282, 0}
{-5.744688, 11.264282, 0}
{-5.744688, 5.575683, 0}
{0, 5.575683, 0}
{0, 0, 0}
