x,y,z
{0, 0, 0}
{1.777605, 0, 0}
{1.777605, -0.780853, 0}
{5.627771, -0.780853, 0}
{5.627771, 0, 0}
{8.829909, 0, 0}
{8.829909, 8.393468, 0}
{12.852778, 8.393468, 0}
{12.852778, 15.210439, 0}
{4.945821, 15.210439, 0}
{4.945821, 9.089938, 0}
{2.445497, 9.089938, 0}
{2.445497, 8.393468, 0}
{-0, 8.393468, 0}
{-5.744737, 8.393468, 0}
{-5.744737, 1.908092, 0}
{-0, 1.908092, 0}
{0, 0, 0}
