x,y,z
{8.456648, 0, 0}
{9.986041, 0, 0}
{9.986041, 8.015046, 0}
{7.484618, 8.015046, 0}
{7.484618, 15.520239, 0}
{1.902676, 15.520239, 0}
{1.902676, 9.920357, 0}
{0, 9.920357, 0}
{0, 8.015046, 0}
{0, 0, 0}
{-1.593372, 0, 0}
{-1.593372, -7.032735, 0}
{3.397183, -7.032735, 0}
{3.397183, -6.802697, 0}
{8.456648, -6.802697, 0}
{8.456648, 0, 0}
