x,y,z
{0, 0, 0}
{4.533496, 0, 0}
{4.533496, -1.544714, 0}
{8.15715, -1.544714, 0}
{8.15715, 0, 0}
{8.15715, 1.784074, 0}
{15.439625, 1.784074, 0}
{15.439625, 7.746175, 0}
{11.624677, 7.746175, 0}
{11.624677, 13.554301, 0}
{8.15715, 13.554301, 0}
{8.15715, 8.590909, 0}
{0, 8.590909, 0}
{0, 8.026875, 0}
{-7.83143, 8.026875, 0}
{-7.83143, 1.61535, 0}
{0, 1.61535, 0}
{0, 0, 0}
