x,y,z
{5.376072, 0, 0}
{9.502668, 0, 0}
{9.502668, 8.196026, 0}
{9.502668, 13.20484, 0}
{7.461633, 13.20484, 0}
{7.461633, 13.970027, 0}
{0, 13.970027, 0}
{0, 8.196026, 0}
{0, 2.494082, 0}
{-6.510366, 2.494082, 0}
{-6.510366, -4.952958, 0}
{0, -4.952958, 0}
{0, -6.510303, 0}
{5.376072, -6.510303, 0}
{5.376072, 0, 0}
