x,y,z
{4.475807, 0, 0}
{9.273423, 0, 0}
{9.273423, 7.943745, 0}
{9.273423, 10.553685, 0}
{7.650686, 10.553685, 0}
{7.650686, 15.642671, 0}
{0, 15.642671, 0}
{0, 7.943745, 0}
{0, 4.845399, 0}
{-8.104717, 4.845399, 0}
{-8.104717, -3.573233, 0}
{0, -3.573233, 0}
{0, -3.541133, 0}
{4.475807, -3.541133, 0}
{4.475807, 0, 0}
